id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
62201,24,35000,RENT,8,MEDICAL,B,13400,,1,0.38,N,3
62202,26,38000,RENT,3,EDUCATION,B,13400,9.99,1,0.35,N,2
62203,25,30720,MORTGAGE,3,VENTURE,B,2000,11.12,0,0.07,N,2
62204,22,50000,RENT,0,DEBTCONSOLIDATION,D,13350,14.59,1,0.27,N,2
62205,24,33000,RENT,2,DEBTCONSOLIDATION,A,13300,7.66,1,0.4,N,4
62206,24,39875,RENT,7,PERSONAL,D,13300,16,1,0.33,Y,4
62207,23,54000,RENT,5,VENTURE,D,13275,17.58,0,0.25,Y,2
62208,25,24000,RENT,3,VENTURE,B,13250,10.37,1,0.55,N,2
62209,23,30873,MORTGAGE,8,EDUCATION,B,4200,10.99,0,0.14,N,4
62210,22,30000,RENT,4,DEBTCONSOLIDATION,E,13250,16.4,1,0.44,Y,3
62211,22,33300,RENT,0,DEBTCONSOLIDATION,B,13250,,1,0.4,N,4
62212,26,37500,RENT,6,DEBTCONSOLIDATION,C,13250,13.49,1,0.35,Y,3
62213,23,38400,RENT,1,VENTURE,B,13250,10.99,1,0.35,N,4
62214,26,40000,RENT,3,PERSONAL,B,13250,11.71,1,0.33,N,2
62215,25,40000,RENT,9,PERSONAL,D,13250,,1,0.33,N,3
62216,26,35000,RENT,5,VENTURE,C,13225,13.49,1,0.38,Y,3
62217,22,40000,RENT,6,PERSONAL,D,13225,16.77,1,0.33,Y,2
62218,23,30996,OWN,2,VENTURE,B,5000,11.86,0,0.16,N,2
62219,24,30996,OWN,,EDUCATION,A,8000,7.51,0,0.26,N,3
62220,22,31500,RENT,5,EDUCATION,B,13200,11.71,1,0.42,N,4
62221,23,44248,RENT,,EDUCATION,A,13200,,0,0.3,N,2
62222,25,46596,RENT,2,DEBTCONSOLIDATION,B,13200,12.53,0,0.28,N,4
62223,24,60000,RENT,1,PERSONAL,A,13200,6.62,0,0.22,N,4
62224,22,60000,RENT,0,PERSONAL,A,13200,8.49,0,0.22,N,3
62225,26,31000,MORTGAGE,9,HOMEIMPROVEMENT,A,15000,7.9,1,0.48,N,4
62226,26,54000,RENT,0,PERSONAL,D,13200,14.91,1,0.24,Y,2
62227,22,62000,RENT,5,VENTURE,A,13200,,0,0.21,N,4
62228,21,31000,MORTGAGE,5,PERSONAL,A,6000,7.51,0,0.19,N,4
62229,24,72000,RENT,3,HOMEIMPROVEMENT,A,13200,7.29,0,0.18,N,3
62230,23,75000,RENT,3,VENTURE,A,13200,6.17,0,0.18,N,4
62231,25,76000,RENT,4,EDUCATION,C,13200,12.23,0,0.17,N,4
62232,25,31000,OWN,8,PERSONAL,A,12000,,0,0.39,N,3
62233,21,31000,MORTGAGE,5,EDUCATION,A,7500,5.42,0,0.24,N,4
62234,26,80952,RENT,6,EDUCATION,D,13200,16.77,0,0.16,N,4
62235,24,71040,RENT,1,VENTURE,A,13100,7.49,0,0.18,N,2
62236,24,31000,MORTGAGE,8,EDUCATION,A,5000,5.42,0,0.16,N,2
62237,25,31000,MORTGAGE,,HOMEIMPROVEMENT,A,5200,5.42,0,0.17,N,4
62238,25,31000,MORTGAGE,7,HOMEIMPROVEMENT,A,6000,7.66,0,0.19,N,2
62239,24,135000,RENT,8,PERSONAL,A,13050,,0,0.1,N,3
62240,21,24000,RENT,2,VENTURE,D,13000,15.7,1,0.54,Y,3
62241,24,31000,MORTGAGE,8,HOMEIMPROVEMENT,A,8000,5.42,0,0.26,N,4
62242,21,24000,RENT,5,DEBTCONSOLIDATION,C,13000,12.87,1,0.54,N,2
62243,24,31000,MORTGAGE,8,PERSONAL,D,9000,14.84,1,0.29,Y,4
62244,25,31000,MORTGAGE,4,VENTURE,B,10000,10.38,0,0.32,N,4
62245,26,28000,RENT,10,MEDICAL,D,13000,16.29,1,0.46,Y,3
62246,25,28000,RENT,10,PERSONAL,A,13000,7.9,1,0.46,N,3
62247,26,28800,RENT,0,HOMEIMPROVEMENT,D,13000,14.46,1,0.45,N,2
62248,25,31000,MORTGAGE,2,PERSONAL,B,12250,11.36,1,0.4,N,3
62249,22,30000,RENT,2,VENTURE,C,13000,13.11,1,0.43,Y,3
62250,21,31200,RENT,0,EDUCATION,C,13000,13.11,1,0.42,Y,2
62251,26,33800,RENT,4,EDUCATION,C,13000,13.57,1,0.38,N,4
62252,26,34000,RENT,2,MEDICAL,B,13000,9.63,1,0.38,N,2
62253,25,35000,RENT,5,MEDICAL,C,13000,13.22,1,0.37,N,2
62254,24,36000,RENT,8,EDUCATION,D,13000,17.27,1,0.36,N,4
62255,22,31000,MORTGAGE,1,DEBTCONSOLIDATION,C,5000,13.79,0,0.16,N,4
62256,24,36000,RENT,7,DEBTCONSOLIDATION,A,13000,7.29,1,0.36,N,3
62257,26,31000,MORTGAGE,5,EDUCATION,B,4000,10.33,0,0.13,N,2
62258,22,31000,MORTGAGE,0,MEDICAL,C,3000,12.54,0,0.1,N,3
62259,23,30000,RENT,4,DEBTCONSOLIDATION,C,13000,13.57,1,0.43,Y,2
62260,22,36000,RENT,6,DEBTCONSOLIDATION,B,13000,11.14,1,0.36,N,4
62261,23,31000,MORTGAGE,6,EDUCATION,B,18500,,0,0.6,N,4
62262,24,37000,RENT,3,EDUCATION,B,13000,10.25,1,0.35,N,4
62263,23,31164,MORTGAGE,7,DEBTCONSOLIDATION,A,4500,6.62,0,0.14,N,2
62264,23,38000,RENT,4,EDUCATION,D,13000,,1,0.34,N,4
62265,23,38400,RENT,5,EDUCATION,B,13000,11.71,1,0.34,N,3
62266,25,38400,RENT,0,DEBTCONSOLIDATION,B,13000,10.74,1,0.34,N,3
62267,26,31200,MORTGAGE,6,PERSONAL,A,9250,7.9,0,0.3,N,2
62268,22,39000,RENT,5,DEBTCONSOLIDATION,B,13000,11.83,1,0.33,N,4
62269,25,40000,RENT,9,PERSONAL,B,13000,10.99,1,0.33,N,3
62270,24,40000,RENT,5,DEBTCONSOLIDATION,C,13000,14.26,1,0.33,N,3
62271,25,31200,MORTGAGE,9,HOMEIMPROVEMENT,D,2400,17.58,1,0.08,Y,4
62272,21,40800,RENT,3,MEDICAL,C,13000,13.57,1,0.32,Y,2
62273,22,31200,MORTGAGE,3,VENTURE,B,3200,10.99,0,0.1,N,2
62274,26,36000,RENT,6,DEBTCONSOLIDATION,A,13000,5.99,1,0.36,N,4
62275,21,42000,RENT,5,EDUCATION,D,13000,15.31,1,0.31,N,3
62276,22,43000,RENT,6,EDUCATION,C,13000,12.87,0,0.3,Y,4
62277,22,37200,RENT,0,VENTURE,E,13000,16,1,0.35,N,2
62278,23,44000,RENT,1,EDUCATION,C,13000,13.47,0,0.3,N,2
62279,23,44100,RENT,8,MEDICAL,A,13000,8.9,0,0.29,N,4
62280,24,39000,RENT,,EDUCATION,B,13000,10.75,1,0.33,N,4
62281,23,31200,MORTGAGE,7,DEBTCONSOLIDATION,B,7550,9.99,0,0.24,N,4
62282,24,46000,RENT,8,PERSONAL,B,13000,10.99,0,0.28,N,3
62283,25,31200,MORTGAGE,3,MEDICAL,A,11200,5.42,0,0.36,N,2
62284,24,46540,RENT,5,VENTURE,D,13000,,0,0.28,Y,2
62285,25,31200,MORTGAGE,9,DEBTCONSOLIDATION,A,6000,5.79,0,0.19,N,4
62286,22,48000,RENT,1,MEDICAL,B,13000,9.99,0,0.27,N,2
62287,22,31200,MORTGAGE,,MEDICAL,A,2000,7.29,0,0.06,N,3
62288,26,48000,RENT,0,DEBTCONSOLIDATION,B,13000,11.26,0,0.27,N,3
62289,23,49000,RENT,0,PERSONAL,A,13000,6.17,0,0.27,N,4
62290,23,44000,RENT,7,DEBTCONSOLIDATION,D,13000,16.29,1,0.3,N,3
62291,22,20640,RENT,0,EDUCATION,C,2500,12.68,0,0.12,N,3
62292,26,31200,MORTGAGE,4,HOMEIMPROVEMENT,A,8400,7.51,0,0.27,N,3
62293,25,21600,RENT,4,EDUCATION,A,2500,5.99,0,0.12,N,3
62294,22,21996,RENT,0,MEDICAL,B,2500,11.89,0,0.11,N,2
62295,21,22000,RENT,4,DEBTCONSOLIDATION,A,2500,7.14,0,0.11,N,4
62296,22,31200,MORTGAGE,2,DEBTCONSOLIDATION,A,1050,7.51,1,0.03,N,4
62297,23,22000,RENT,0,VENTURE,A,2500,7.51,0,0.11,N,2
62298,24,22000,RENT,0,DEBTCONSOLIDATION,B,2500,9.76,0,0.11,N,2
62299,21,22200,RENT,2,PERSONAL,D,2500,16.29,1,0.11,N,4
62300,26,22406,RENT,5,PERSONAL,A,2500,6.76,1,0.11,N,4
62301,23,24000,RENT,0,EDUCATION,B,2500,11.71,0,0.1,N,2
62302,21,31200,MORTGAGE,2,EDUCATION,D,1000,14.59,0,0.03,N,2
62303,24,24000,RENT,1,MEDICAL,B,2500,10.74,0,0.1,N,3
62304,25,31200,MORTGAGE,0,EDUCATION,E,4750,,1,0.15,N,2
62305,24,31200,OWN,8,PERSONAL,B,10000,12.18,0,0.32,N,2
62306,22,31200,MORTGAGE,6,VENTURE,A,3500,7.74,0,0.11,N,2
62307,22,24960,RENT,0,VENTURE,A,2500,7.51,0,0.1,N,2
62308,24,31200,MORTGAGE,2,EDUCATION,C,6700,14.26,0,0.21,Y,2
62309,25,24996,RENT,8,VENTURE,C,2500,12.98,0,0.1,N,4
62310,22,24996,RENT,0,MEDICAL,B,2500,10.99,1,0.1,N,3
62311,23,25000,RENT,0,PERSONAL,A,2500,6.91,0,0.1,N,2
62312,24,25000,RENT,5,MEDICAL,C,2500,13.48,0,0.1,Y,4
62313,22,25000,RENT,0,DEBTCONSOLIDATION,B,2500,11.14,0,0.1,N,3
62314,22,31215,OWN,,EDUCATION,B,14000,9.91,0,0.45,N,3
62315,26,31303,MORTGAGE,7,MEDICAL,A,12000,,0,0.38,N,2
62316,22,31356,MORTGAGE,6,DEBTCONSOLIDATION,D,11225,,1,0.36,Y,2
62317,25,26400,RENT,,EDUCATION,B,2500,10.62,0,0.09,N,2
62318,21,26940,RENT,1,EDUCATION,A,2500,5.42,0,0.09,N,4
62319,26,27000,RENT,0,EDUCATION,C,2500,13.61,0,0.09,N,4
62320,25,27024,RENT,7,EDUCATION,E,2500,16.69,0,0.09,N,2
62321,25,31500,MORTGAGE,,EDUCATION,A,8250,7.51,0,0.26,N,4
62322,26,27200,RENT,4,DEBTCONSOLIDATION,C,2500,13.49,0,0.09,N,4
62323,22,31500,MORTGAGE,2,VENTURE,A,14000,8.9,0,0.44,N,3
62324,22,31500,OWN,,VENTURE,A,8000,6.03,0,0.25,N,2
62325,21,28200,RENT,2,DEBTCONSOLIDATION,D,2500,16.77,1,0.09,Y,2
62326,24,28500,RENT,3,DEBTCONSOLIDATION,B,2500,11.36,0,0.09,N,4
62327,24,29000,RENT,4,PERSONAL,B,2500,10.99,0,0.09,N,3
62328,25,29000,RENT,2,VENTURE,C,2500,12.84,1,0.09,N,3
62329,23,30000,RENT,7,MEDICAL,B,2500,9.88,0,0.08,N,2
62330,22,31500,MORTGAGE,3,VENTURE,B,4500,9.88,0,0.14,N,2
62331,24,31000,RENT,1,EDUCATION,D,2500,14.54,1,0.08,Y,3
62332,26,31200,RENT,4,VENTURE,B,2500,10.37,0,0.08,N,3
62333,21,31544,MORTGAGE,,MEDICAL,A,2200,7.9,0,0.07,N,2
62334,23,31577,OWN,6,EDUCATION,A,2500,6.92,0,0.08,N,4
62335,21,32000,RENT,1,VENTURE,A,2500,7.4,0,0.08,N,3
62336,25,33000,RENT,6,DEBTCONSOLIDATION,B,2500,10.59,0,0.08,N,2
62337,23,33448,RENT,2,EDUCATION,C,2500,11.66,0,0.07,Y,2
62338,23,33500,RENT,2,EDUCATION,E,2500,15.68,1,0.07,Y,4
62339,21,34368,RENT,0,DEBTCONSOLIDATION,C,2500,12.87,0,0.07,Y,2
62340,21,31776,MORTGAGE,5,VENTURE,A,6000,8.9,0,0.19,N,3
62341,23,34800,RENT,7,EDUCATION,A,2500,6.39,0,0.07,N,2
62342,26,35000,RENT,2,MEDICAL,A,2500,8.9,0,0.07,N,3
62343,23,35000,RENT,0,DEBTCONSOLIDATION,A,2500,7.51,0,0.07,N,2
62344,24,29000,RENT,2,MEDICAL,D,2500,,1,0.09,N,4
62345,22,30000,RENT,2,EDUCATION,A,2500,8.49,1,0.08,N,2
62346,21,30000,RENT,3,DEBTCONSOLIDATION,A,2500,7.14,1,0.08,N,4
62347,22,30000,RENT,0,EDUCATION,C,2500,13.16,1,0.08,Y,4
62348,25,31920,MORTGAGE,8,MEDICAL,C,4500,,0,0.14,Y,2
62349,26,37000,RENT,2,VENTURE,A,2500,7.14,0,0.07,N,3
62350,26,37225,RENT,4,PERSONAL,C,2500,,0,0.07,N,3
62351,26,31992,OTHER,0,VENTURE,A,6500,,0,0.2,N,4
62352,25,32000,RENT,1,MEDICAL,E,2500,16.45,1,0.08,Y,2
62353,25,38060,RENT,9,DEBTCONSOLIDATION,B,2500,12.53,0,0.07,N,2
62354,23,39200,RENT,1,EDUCATION,A,2500,7.74,0,0.06,N,3
62355,23,32000,MORTGAGE,7,EDUCATION,B,10000,11.71,0,0.31,N,2
62356,24,40000,RENT,6,PERSONAL,C,2500,15.27,0,0.06,N,3
62357,25,40000,RENT,3,MEDICAL,B,2500,9.99,0,0.06,N,3
62358,23,40000,RENT,0,DEBTCONSOLIDATION,B,2500,,0,0.06,N,2
62359,25,32000,MORTGAGE,8,DEBTCONSOLIDATION,A,5600,7.9,0,0.17,N,3
62360,22,34000,RENT,2,HOMEIMPROVEMENT,C,2500,13.57,1,0.07,Y,3
62361,22,35500,RENT,6,MEDICAL,D,2500,15.62,1,0.07,N,2
62362,24,36000,RENT,2,HOMEIMPROVEMENT,D,2500,16.77,1,0.07,N,3
62363,21,42000,RENT,5,MEDICAL,B,2500,9.99,0,0.06,N,2
62364,22,32000,MORTGAGE,0,EDUCATION,A,1700,7.9,0,0.05,N,4
62365,23,42000,RENT,0,EDUCATION,B,2500,11.49,0,0.06,N,2
62366,23,42000,RENT,4,EDUCATION,C,2500,13.61,0,0.06,N,4
62367,22,42000,RENT,0,VENTURE,C,2500,13.92,0,0.06,Y,3
62368,25,36228,RENT,4,MEDICAL,A,2500,7.66,1,0.07,N,2
62369,21,32000,MORTGAGE,4,PERSONAL,B,2500,11.71,1,0.08,N,3
62370,21,42500,RENT,0,DEBTCONSOLIDATION,B,2500,,0,0.06,N,2
62371,26,43000,RENT,3,EDUCATION,C,2500,13.49,0,0.06,N,2
62372,22,37000,RENT,2,HOMEIMPROVEMENT,D,2500,17.49,1,0.07,N,3
62373,25,45000,RENT,5,MEDICAL,B,2500,12.69,0,0.06,N,4
62374,21,32000,MORTGAGE,,MEDICAL,A,8000,5.99,0,0.25,N,3
62375,24,32000,MORTGAGE,5,HOMEIMPROVEMENT,A,6000,5.42,0,0.19,N,4
62376,23,32000,MORTGAGE,4,EDUCATION,A,2000,5.99,0,0.06,N,2
62377,22,45000,RENT,5,MEDICAL,C,2500,14.35,0,0.06,Y,2
62378,26,46000,RENT,10,DEBTCONSOLIDATION,A,2500,8.49,0,0.05,N,4
62379,26,46500,RENT,1,DEBTCONSOLIDATION,C,2500,14.72,0,0.05,Y,3
62380,26,47004,RENT,9,MEDICAL,D,2500,15.65,0,0.05,Y,3
62381,22,32000,MORTGAGE,3,EDUCATION,A,6000,8.49,0,0.19,N,2
62382,24,48000,RENT,4,EDUCATION,C,2500,13.35,0,0.05,N,4
62383,22,49500,RENT,7,MEDICAL,C,2500,14.27,0,0.05,Y,2
62384,26,32000,MORTGAGE,4,EDUCATION,A,4900,5.99,0,0.15,N,3
62385,22,45630,RENT,0,EDUCATION,E,2500,18.64,1,0.05,N,2
62386,23,51873,RENT,2,VENTURE,A,2500,,0,0.05,N,3
62387,22,32000,MORTGAGE,,EDUCATION,A,11050,7.49,0,0.35,N,2
62388,26,52000,RENT,6,DEBTCONSOLIDATION,C,2500,14.82,0,0.05,Y,2
62389,24,46180,RENT,1,VENTURE,C,2500,13.98,1,0.05,Y,3
62390,25,54000,RENT,4,PERSONAL,C,2500,13.98,0,0.05,N,2
62391,23,54000,RENT,7,EDUCATION,D,2500,16.32,0,0.05,Y,2
62392,25,32000,MORTGAGE,3,PERSONAL,B,15000,11.11,0,0.47,N,4
62393,22,54996,RENT,6,DEBTCONSOLIDATION,C,2500,14.35,0,0.05,Y,4
62394,26,48996,RENT,8,DEBTCONSOLIDATION,D,2500,14.59,1,0.05,N,2
62395,25,55000,RENT,4,PERSONAL,A,2500,7.88,0,0.05,N,2
62396,22,55000,RENT,5,EDUCATION,B,2500,,0,0.05,N,4
62397,23,49000,RENT,1,DEBTCONSOLIDATION,F,2500,,1,0.05,N,2
62398,24,57600,RENT,8,EDUCATION,C,2500,14.72,0,0.04,Y,3
62399,25,32000,MORTGAGE,7,PERSONAL,B,3250,10.74,1,0.1,N,2
62400,23,59000,RENT,7,PERSONAL,D,2500,14.96,0,0.04,N,2
62401,22,60000,RENT,5,DEBTCONSOLIDATION,C,2500,,0,0.04,Y,4
62402,25,60000,RENT,9,PERSONAL,A,2500,8.63,0,0.04,N,3
62403,23,61000,RENT,3,DEBTCONSOLIDATION,A,2500,7.49,0,0.04,N,3
62404,26,32000,MORTGAGE,7,VENTURE,C,4800,12.61,0,0.15,Y,3
62405,25,32000,MORTGAGE,3,DEBTCONSOLIDATION,B,6250,11.49,0,0.2,N,3
62406,23,63000,RENT,7,EDUCATION,C,2500,14.72,0,0.04,N,2
62407,26,64000,RENT,3,MEDICAL,B,2500,10.99,0,0.04,N,3
62408,25,65004,RENT,10,MEDICAL,B,2500,10.08,0,0.04,N,2
62409,24,69996,RENT,3,DEBTCONSOLIDATION,B,2500,12.53,0,0.04,N,3
62410,24,32000,MORTGAGE,4,VENTURE,B,3000,10.75,0,0.09,N,4
62411,22,54400,RENT,6,MEDICAL,D,2500,16.49,1,0.04,Y,3
62412,24,32000,MORTGAGE,7,VENTURE,A,4500,6.76,0,0.14,N,2
62413,24,64000,RENT,4,HOMEIMPROVEMENT,B,2500,11.14,1,0.04,N,3
62414,24,70082,RENT,5,VENTURE,C,2500,12.61,0,0.04,N,4
62415,24,79800,RENT,8,HOMEIMPROVEMENT,B,2500,9.62,0,0.03,N,2
62416,26,82400,RENT,10,VENTURE,C,2500,13.92,0,0.03,N,3
62417,26,85000,RENT,1,EDUCATION,A,2500,8.59,0,0.03,N,2
62418,23,92500,RENT,6,VENTURE,B,2500,10.74,0,0.03,N,3
62419,24,32000,MORTGAGE,6,EDUCATION,A,12250,8.94,0,0.38,N,4
62420,23,112995,RENT,7,VENTURE,A,2500,7.37,0,0.02,N,3
62421,26,121000,RENT,2,EDUCATION,A,2500,7.66,0,0.02,N,4
62422,26,200004,RENT,7,MEDICAL,C,2500,13.61,0,0.01,Y,2
62423,23,10560,RENT,0,DEBTCONSOLIDATION,B,2800,9.99,1,0.27,N,4
62424,23,13000,RENT,3,PERSONAL,D,2800,15.21,1,0.22,Y,2
62425,25,13380,RENT,0,PERSONAL,D,2800,14.61,1,0.21,Y,2
62426,22,14400,RENT,5,VENTURE,A,2800,6.54,1,0.19,N,3
62427,22,32000,MORTGAGE,0,VENTURE,A,6950,7.74,0,0.22,N,3
62428,21,14800,RENT,5,DEBTCONSOLIDATION,A,2800,8,1,0.19,N,3
62429,26,15000,RENT,1,EDUCATION,D,2800,15.31,1,0.19,Y,4
62430,23,32000,MORTGAGE,4,VENTURE,A,1200,7.68,0,0.04,N,4
62431,21,15600,RENT,0,MEDICAL,A,2800,7.4,1,0.18,N,4
62432,23,32000,MORTGAGE,1,DEBTCONSOLIDATION,B,15000,11.58,0,0.47,N,4
62433,25,20800,RENT,0,HOMEIMPROVEMENT,D,2800,15.21,1,0.13,Y,4
62434,21,32000,OWN,3,PERSONAL,E,4500,16,0,0.14,N,4
62435,24,21168,RENT,3,VENTURE,C,2800,14.22,0,0.13,Y,4
62436,22,23000,RENT,1,MEDICAL,F,2800,21.74,1,0.12,N,4
62437,23,23760,RENT,2,DEBTCONSOLIDATION,B,2800,,0,0.12,N,2
62438,23,24000,RENT,2,MEDICAL,B,2800,11.49,1,0.12,N,4
62439,25,32000,MORTGAGE,1,DEBTCONSOLIDATION,C,8000,13.16,0,0.25,N,2
62440,21,32000,MORTGAGE,5,DEBTCONSOLIDATION,B,4200,11.58,0,0.13,N,2
62441,25,32000,MORTGAGE,1,HOMEIMPROVEMENT,A,2500,7.68,1,0.08,N,3
62442,22,32000,MORTGAGE,2,MEDICAL,C,7500,,0,0.23,Y,3
62443,23,26500,RENT,1,EDUCATION,C,2800,12.29,0,0.11,N,3
62444,22,27000,RENT,3,MEDICAL,A,2800,7.51,1,0.1,N,3
62445,22,32000,OWN,1,MEDICAL,B,1200,9.96,0,0.04,N,2
62446,23,32000,MORTGAGE,0,HOMEIMPROVEMENT,D,2500,12.8,1,0.08,Y,3
62447,23,28800,RENT,5,PERSONAL,B,2800,10.38,0,0.1,N,2
62448,22,29376,RENT,1,EDUCATION,A,2800,7.43,0,0.1,N,4
62449,26,30000,RENT,,VENTURE,C,2800,14.65,0,0.09,Y,3
62450,22,19200,RENT,3,MEDICAL,C,2850,15.27,0,0.15,Y,4
62451,25,32004,MORTGAGE,,MEDICAL,A,7200,5.42,0,0.22,N,4
62452,25,32004,MORTGAGE,3,PERSONAL,A,22750,6.17,0,0.71,N,4
62453,24,45000,RENT,3,MEDICAL,D,2850,11.86,0,0.06,N,2
62454,23,32004,OWN,0,EDUCATION,E,9250,17.19,0,0.29,N,4
62455,22,90000,RENT,5,VENTURE,A,2850,5.99,0,0.03,N,3
62456,23,28000,RENT,2,VENTURE,C,2875,15.23,0,0.1,Y,3
62457,25,36800,RENT,1,MEDICAL,C,2875,11.28,0,0.08,Y,4
62458,22,32004,MORTGAGE,6,EDUCATION,A,10000,7.51,0,0.31,N,2
62459,26,66000,RENT,0,DEBTCONSOLIDATION,A,2875,7.49,0,0.04,N,2
62460,24,32004,MORTGAGE,5,VENTURE,C,14000,12.73,0,0.44,N,4
62461,21,19000,RENT,0,PERSONAL,A,2900,8,0,0.15,N,2
62462,26,31200,RENT,0,MEDICAL,B,2900,9.91,0,0.09,N,2
62463,22,31500,RENT,3,DEBTCONSOLIDATION,D,2900,,1,0.09,N,4
62464,25,50000,RENT,0,EDUCATION,A,2900,8,0,0.06,N,4
62465,22,27000,RENT,5,PERSONAL,B,2925,10.71,0,0.11,N,4
62466,22,32004,MORTGAGE,6,EDUCATION,B,10000,10.83,0,0.31,N,3
62467,22,32004,OWN,0,EDUCATION,A,6600,9.07,0,0.21,N,3
62468,22,25000,RENT,0,VENTURE,B,2975,9.96,0,0.12,N,2
62469,21,49800,RENT,6,EDUCATION,A,2975,7.9,0,0.06,N,2
62470,22,32112,MORTGAGE,4,PERSONAL,C,15000,13.98,0,0.47,N,3
62471,24,10000,RENT,8,PERSONAL,A,3000,7.9,1,0.3,N,3
62472,23,32198,MORTGAGE,3,EDUCATION,B,1000,10.95,0,0.03,N,2
62473,21,12000,RENT,5,EDUCATION,A,3000,8.9,1,0.25,N,4
62474,21,12000,RENT,0,VENTURE,A,3000,7.88,1,0.25,N,3
62475,23,13200,RENT,0,DEBTCONSOLIDATION,C,3000,,1,0.23,N,3
62476,21,32268,OWN,0,MEDICAL,A,8000,8,0,0.25,N,3
62477,23,14000,RENT,4,VENTURE,A,3000,7.74,1,0.21,N,3
62478,21,14400,RENT,2,MEDICAL,C,3000,13.43,1,0.21,Y,3
62479,22,32352,MORTGAGE,6,HOMEIMPROVEMENT,C,1000,15.27,1,0.03,Y,2
62480,21,14400,RENT,2,HOMEIMPROVEMENT,B,3000,9.63,1,0.21,N,2
62481,23,32388,MORTGAGE,0,EDUCATION,B,6000,10.71,0,0.19,N,4
62482,26,14400,RENT,1,VENTURE,B,3000,,1,0.21,N,2
62483,22,15000,RENT,3,EDUCATION,B,3000,9.91,1,0.2,N,3
62484,22,15000,RENT,2,VENTURE,A,3000,7.51,1,0.2,N,4
62485,22,32400,MORTGAGE,6,VENTURE,B,4200,10.99,0,0.13,N,4
62486,25,32400,MORTGAGE,9,PERSONAL,C,10000,13.99,0,0.31,Y,3
62487,22,32400,MORTGAGE,,PERSONAL,A,5000,7.49,0,0.15,N,3
62488,25,32400,MORTGAGE,2,DEBTCONSOLIDATION,A,4800,7.29,0,0.15,N,4
62489,22,32400,MORTGAGE,6,EDUCATION,A,3625,6.92,0,0.11,N,3
62490,23,16080,RENT,,DEBTCONSOLIDATION,D,3000,16.29,1,0.19,Y,2
62491,21,32400,MORTGAGE,2,EDUCATION,A,10000,5.42,0,0.31,N,2
62492,22,16320,RENT,0,HOMEIMPROVEMENT,C,3000,13.92,1,0.18,Y,4
62493,26,17280,RENT,0,HOMEIMPROVEMENT,C,3000,,1,0.17,N,4
62494,25,17400,RENT,0,EDUCATION,B,3000,11.83,1,0.17,N,4
62495,23,17520,RENT,5,DEBTCONSOLIDATION,B,3000,10.37,1,0.17,N,4
62496,21,17916,RENT,1,MEDICAL,A,3000,6,1,0.17,N,3
62497,23,18000,RENT,1,HOMEIMPROVEMENT,B,3000,11.71,1,0.17,N,4
62498,21,18000,RENT,0,DEBTCONSOLIDATION,A,3000,7.9,1,0.17,N,2
62499,22,32400,MORTGAGE,1,DEBTCONSOLIDATION,A,5500,,0,0.17,N,2
62500,21,32400,MORTGAGE,5,PERSONAL,E,5000,16,1,0.15,N,2
62501,24,18000,RENT,5,PERSONAL,C,3000,15.27,1,0.17,Y,2
62502,23,18000,RENT,1,HOMEIMPROVEMENT,D,3000,15.99,1,0.17,Y,2
62503,22,18000,RENT,0,MEDICAL,C,3000,13.99,1,0.17,Y,4
62504,26,32450,MORTGAGE,5,MEDICAL,A,3250,6.99,0,0.1,N,4
62505,22,18000,RENT,3,DEBTCONSOLIDATION,B,3000,10.59,1,0.17,N,3
62506,23,18000,RENT,4,PERSONAL,C,3000,13.06,1,0.17,N,2
62507,22,18000,RENT,2,VENTURE,B,3000,,1,0.17,N,2
62508,22,18000,RENT,1,PERSONAL,B,3000,11.86,1,0.17,N,2
62509,25,32500,MORTGAGE,3,EDUCATION,A,12500,7.9,0,0.38,N,4
62510,21,18008,RENT,1,MEDICAL,B,3000,9.7,1,0.17,N,2
62511,22,32500,MORTGAGE,6,DEBTCONSOLIDATION,A,2500,6.99,0,0.08,N,3
62512,21,18864,RENT,0,HOMEIMPROVEMENT,B,3000,10.99,1,0.16,N,4
62513,22,32500,MORTGAGE,5,DEBTCONSOLIDATION,B,14500,11.99,0,0.45,N,4
62514,22,19000,RENT,5,VENTURE,C,3000,13.06,1,0.16,N,2
62515,23,19200,RENT,3,VENTURE,C,3000,12.99,1,0.16,Y,2
62516,23,19200,RENT,0,PERSONAL,B,3000,9.99,1,0.16,N,3
62517,24,32500,MORTGAGE,6,MEDICAL,C,6600,12.73,0,0.2,N,4
62518,26,32500,MORTGAGE,8,MEDICAL,C,3000,13.22,0,0.09,N,4
62519,26,32500,MORTGAGE,0,HOMEIMPROVEMENT,A,3500,8.59,0,0.11,N,2
62520,21,19200,RENT,0,PERSONAL,B,3000,10.99,1,0.16,N,2
62521,22,19200,RENT,0,HOMEIMPROVEMENT,E,3000,,1,0.16,Y,3
62522,22,20000,RENT,2,EDUCATION,C,3000,13.11,0,0.15,N,4
62523,21,20004,RENT,2,EDUCATION,B,3000,10.37,0,0.15,N,3
62524,24,20004,RENT,3,VENTURE,C,3000,,0,0.15,N,4
62525,23,20800,RENT,0,DEBTCONSOLIDATION,B,3000,11.46,0,0.14,N,4
62526,25,32760,MORTGAGE,6,VENTURE,B,6000,10.59,0,0.18,N,2
